Id,Time,Action_Freq,Url_Freq,Email_Freq,Attach,FSize,Class
{F8D1-Q4JJ80VD-2358IEQQ},952,0.000999001,0,0,0,0,N
{F8E3-V3OI83OS-4325MVHH},325,0.000999001,0,0,0,0,N
{F8E5-I5IX53QO-4268CZOM},921,0.000999001,0,0,0,0,N
{F8I7-P8DA94KQ-6603PCNR},294,0.000999001,0,0,0,0,N
{F8K1-T3YB79LT-5869RRQR},420,0.000999001,0,0,0,0,N
{F8K5-T7MX69BY-9808SAYW},692,0.000999001,0,0,0,0,N
{F8K9-G2EL44UZ-8913TUQO},388,0.000999001,0,0,0,0,N
{F8M1-Q6FG48AM-5595TUCP},661,0.000999001,0,0,0,0,N
{G3H7-P5BE12CJ-2236GKPR},787,0.000999001,0,0,0,0,N
{G3J0-U0BQ47LH-6571JFSO},178,0.000999001,0,0,0,0,N
{G3J2-X7CJ97MO-0547WQOX},304,0.000999001,0,0,0,0,N
{G3O3-V4JH73UZ-2765EBSE},899,0.000999001,0,0,0,0,N
{G3T2-O8YX19SL-5128FMTL},595,0.000999001,0,0,0,0,N
{G3T9-V5DP10RR-4488DABB},868,0.000999001,0,0,0,0,N
{G3U3-U8GL17RS-4759ZHTP},994,0.000999001,0,0,0,0,N
{G3V5-A3CU45HL-8627JFBL},367,0.000999001,0,0,0,0,N
{G3X0-F0ZF81QU-1204EYDI},962,0.000999001,0,0,0,0,N
{G4A4-K3HI61FI-9255TSBW},335,0.000999001,0,0,0,0,N
{G4K3-P6WO13HK-6127ZSOD},461,0.000999001,0,0,0,0,N
{G4P1-R6AO57LM-9638WDWH},734,0.000999001,0,0,0,0,N
{G4P4-T2PC58GE-4554MQZV},106,0.000999001,0,0,0,0,N
{G4S8-R8QU29OG-4406YBYM},702,0.000999001,0,0,0,0,N
{G4T5-N3IB65VK-2888RJHU},398,0.000999001,0,0,0,0,N
{G4V2-W5JP20TK-5161LQUK},671,0.000999001,0,0,0,0,N
{G4Y2-R2CM77UI-0235AARN},796,0.000999001,0,0,0,0,N
{G5A0-F4JA99XL-0461ZWQU},169,0.000999001,0,0,0,0,N
{G5F7-A8EH53XO-6379YEGX},765,0.000999001,0,0,0,0,N
{G5R1-Z7OB04IH-0357TMPH},138,0.000999001,0,0,0,0,N
{G5R5-J3JI50YC-4786NZIO},734,0.000999001,0,0,0,0,N
{G5U0-W8JK29BK-2835XEIM},859,0.000999001,0,0,0,0,N
{G6I3-I7YQ08VL-5893MCPE},232,0.000999001,0,0,0,0,N
{G6K6-L6VT70OX-1275VUFN},828,0.000999001,0,0,0,0,N
{G6Q5-A2JL62QM-8536KTYJ},201,0.000999001,0,0,0,0,N
{G7H7-O7CB24SL-5047OIGW},326,0.000999001,0,0,0,0,N
{G8C4-Y6FL32KI-2303AYNM},599,0.000999001,0,0,0,0,N
{G8G2-H3UL98NX-4693YYXM},295,0.000999001,0,0,0,0,N
{G8J1-I3GN29SE-0596YPYV},568,0.000999001,0,0,0,0,N
{G8J2-C4LR14RA-9488ZOKU},264,0.000999001,0,0,0,0,N
{G8L2-O5VB15EO-1821DURG},389,0.000999001,0,0,0,0,N
{G8Y8-J1VE35ZZ-1094QWLW},662,0.000999001,0,0,0,0,N
{G9J0-C3XN50FO-7910QHZB},358,0.000999001,0,0,0,0,N
{G9P8-T9SO54NE-8925CJHZ},954,0.000999001,0,0,0,0,N
{G9X7-T1ZK71KK-6670REPW},326,0.000999001,0,0,0,0,N
{H0A3-D4PZ47TZ-1007RTSC},452,0.000999001,0,0,0,0,N
{H1E4-U0IU16JR-6471SEGS},725,0.000999001,0,0,0,0,N
{H1F2-D7JQ03DL-6334VFSK},421,0.000999001,0,0,0,0,N
{H1H9-I5IL76RX-1902XTST},546,0.000999001,0,0,0,0,N
{H1I2-Q4KH58QZ-4575WOSB},819,0.000999001,0,0,0,0,N
{H1K1-O0XE99ZK-5123UAVO},515,0.000999001,0,0,0,0,N
{H1L5-H6BK38IT-0581VPQE},788,0.000999001,0,0,0,0,N
{H1M8-B4VA33PA-4424MMWJ},483,0.000999001,0,0,0,0,N
{H1R7-H1QL36CR-2232WJKO},756,0.000999001,0,0,0,0,N
{H1R8-M4NJ86PH-5247CPHR},882,0.000999001,0,0,0,0,N
{H1U2-I0UI03GM-4836YHZW},578,0.000999001,0,0,0,0,N
{H1W2-E5DM29ZY-8025HMSS},850,0.000999001,0,0,0,0,N
{H1X0-M7MM85PY-9888FIED},546,0.000999001,0,0,0,0,N
{H2B5-J7PF34DZ-1408GOMS},819,0.000999001,0,0,0,0,N
{H2S7-P8JJ99PK-7958MUSO},945,0.000999001,0,0,0,0,N
{H2V8-J4UJ58QK-0439MQZX},318,0.000999001,0,0,0,0,N
{H3F1-R1QA26QR-5492MJSO},913,0.000999001,0,0,0,0,N
{H3H4-S5AZ00AZ-9560IYHC},286,0.000999001,0,0,0,0,N
{H3H5-H8RK06ZP-4674UFWP},412,0.000999001,0,0,0,0,N
{H3J5-S6WE36RA-8739NHSI},685,0.000999001,0,0,0,0,N
{H3M8-A1UW92EE-2093OAPM},380,0.000999001,0,0,0,0,N
{H3S2-L7MK18HM-9059JUUL},653,0.000999001,0,0,0,0,N
{H3S7-V3MP64FG-8965SUOR},349,0.000999001,0,0,0,0,N
{H3U9-X9CY24EF-7556XZNW},622,0.000999001,0,0,0,0,N
{H3X1-T6NC07OO-2708MRUL},895,0.000999001,0,0,0,0,N
{H4B4-O3RY43PI-9696OHFV},120,0.000999001,0,0,0,0,N
{H4G0-A3JM05NI-0131EGUA},716,0.000999001,0,0,0,0,N
{H4H3-S7OL29QZ-3927MLAZ},989,0.000999001,0,0,0,0,N
{H4S4-R4WN04EU-7474GYYY},685,0.000999001,0,0,0,0,N
{H4T1-L6LV81DF-4324FLGF},958,0.000999001,0,0,0,0,N
{H4T6-B3FN74DR-7540QFVS},330,0.000999001,0,0,0,0,N
{H5J7-U9WR18IS-2884GAHY},456,0.000999001,0,0,0,0,N
{H5N4-M3DI29ZP-5174FOXS},729,0.000999001,0,0,0,0,N
{H5O8-A4QC27IC-4467CIAF},425,0.000999001,0,0,0,0,N
{H5X5-F7YC91QQ-6503CIYN},550,0.000999001,0,0,0,0,N
{H6C1-O6WB71BX-3406KCXS},823,0.000999001,0,0,0,0,N
{H6O6-C6EZ20DY-3752SWWQ},196,0.000999001,0,0,0,0,N
{H6P6-F2KP99EF-6001TSEH},792,0.000999001,0,0,0,0,N
{H6P9-F9TV84PS-0928MPYC},164,0.000999001,0,0,0,0,N
{H6Q8-H6XQ08BT-4787XZSE},760,0.000999001,0,0,0,0,N
{H6Z1-P3XL60UC-6333EQHZ},133,0.000999001,0,0,0,0,N
{H7E2-G6TQ83DZ-1957EBMG},259,0.000999001,0,0,0,0,N
{H7J7-Y4FI36ZH-4482RZBN},854,0.000999001,0,0,0,0,N
{H7L6-A4GZ11QC-4119YCSM},550,0.000999001,0,0,0,0,N
{H7P1-X5DT17LR-2245FLYK},823,0.000999001,0,0,0,0,N
{H7W7-L1XE21BG-3037UNCP},428,0.007992008,0.005994006,0.006006006,0.010139417,1,N
{H7W8-O0EN21GD-6607EWXH},723,0.000999001,0,0,0,0,N
{H7X9-G8ME12OW-8411PYNI},419,0.000999001,0,0,0,0,N
{H7Z4-K7JN44CW-9871BITE},114,0.000999001,0,0,0,0,N
{H8B7-D7FG38PI-2862MTAM},240,0.000999001,0,0,0,0,N
{H8E9-G5XI61BJ-6641HOSK},836,0.000999001,0,0,0,0,N
{H8I4-B9GW68AF-7042UGOE},209,0.000999001,0,0,0,0,N
{H8I7-N4PQ93RF-3964CSNL},334,0.000999001,0,0,0,0,N
{H8L6-U5XF38WU-6782GJNT},498,0.003996004,0.008991009,0.009009009,0,1,N
{H8M3-J0KU48UA-0420KAIY},704,0.000999001,0,0,0,0,N
{H8N9-E7IR76LI-2324TULJ},400,0.000999001,0,0,0,0,N
{H8R6-T6MJ31IQ-8555HXTI},673,0.000999001,0,0,0,0,N
{H8Z1-B4NX25JL-5000VIVG},799,0.000999001,0,0,0,0,N
{H9O7-N4ZY55DV-8026TWVI},171,0.000999001,0,0,0,0,N
{H9P5-A2QS28HG-6683RENK},767,0.000999001,0,0,0,0,N
{H9W1-Q0IV32YX-4721XHTJ},140,0.000999001,0,0,0,0,N
{H9W1-X0MC70BT-6065RPAT},736,0.000999001,0,0,0,0,N
{I0C6-Q9AW80AI-5286YZOX},109,0.000999001,0,0,0,0,N
{I0D1-W4CL24BQ-9779MOIY},234,0.000999001,0,0,0,0,N
{I0H2-D4DN78AI-9143SGAI},507,0.000999001,0,0,0,0,N
{I0I6-D5HY02IQ-9739DUPN},203,0.000999001,0,0,0,0,N
{I0J7-P6YY11BR-9421AQUP},476,0.000999001,0,0,0,0,N
{I0T4-V6KZ50TT-5283TQXQ},171,0.000999001,0,0,0,0,N
{I0Z0-D7AP55GX-0323XEGW},444,0.000999001,0,0,0,0,N
{I0Z2-W7DC93TQ-2953NUBA},570,0.000999001,0,0,0,0,N
{I1A0-X0JB22XA-5065RLGO},843,0.000999001,0,0,0,0,N
{I2X9-M5AX27JF-9989NDBD},538,0.000999001,0,0,0,0,N
{I3E2-N7AO37HI-2969ZPQI},9,0.003996004,0.005994006,0.006006006,0.003802281,1,N
{I3J4-E1TG15AF-3692ORZQ},909,0.000999001,0,0,0,0,N
{I3M3-Y3AP40SG-1453DFJU},134,0.000999001,0,0,0,0,N
{I3P6-T0LA48RF-5580HPOT},407,0.000999001,0,0,0,0,N
{I3T3-P3CN15AI-5205PAVS},103,0.000999001,0,0,0,0,N
{I3X9-F8RZ60EK-7125QNZP},376,0.000999001,0,0,0,0,N
{I4D5-C3FM59ZY-6312DZBK},501,0.000999001,0,0,0,0,N
{I4F8-Y1JU56IH-5232TAUZ},774,0.000999001,0,0,0,0,N
{I4Q2-F0ZW75JT-7089ZBGT},470,0.000999001,0,0,0,0,N
{I4T3-Q7LK87NL-5816SBOH},166,0.000999001,0,0,0,0,N
{I4T4-Z7HB50UX-2944EIOV},438,0.000999001,0,0,0,0,N
{I4V2-M6TC60XT-6920KQNX},564,0.000999001,0,0,0,0,N
{I4Z8-H2PC18PV-7639LVAI},837,0.000999001,0,0,0,0,N
{I5D7-N7LB17SC-5412DIBA},533,0.000999001,0,0,0,0,N
{I5E6-J0OB13RJ-0326SHBB},805,0.000999001,0,0,0,0,N
{I5F0-H7JZ69QF-5650AENC},501,0.000999001,0,0,0,0,N
{I5F5-B1PU60BY-2579DAZI},774,0.000999001,0,0,0,0,N
{I5L3-S2HW07CN-4627RTWS},900,0.000999001,0,0,0,0,N
{I5X4-O0YL61UG-0075VCPU},595,0.000999001,0,0,0,0,N
{I5X9-D9QG56LX-1824SGUL},868,0.000999001,0,0,0,0,N
{I6B1-F0KJ72HA-3507BLOO},994,0.000999001,0,0,0,0,N
{I6H0-K9XU08ZP-6456CQUC},690,0.000999001,0,0,0,0,N
{I6J7-S9WH23FA-3060BFEP},385,0.000999001,0,0,0,0,N
{I6P2-V7SV61SX-0766TSMW},257,0.000999001,0,0,0,0,N
{I6S7-D9VR08YM-8763HLFP},382,0.000999001,0,0,0,0,N
{I6T6-M3HQ91BL-6911JSXC},831,0.000999001,0,0,0,0,N
{I6W4-L8QO63DR-2220SNYD},527,0.000999001,0,0,0,0,N
{I7B4-G3YO99MS-6666HHQQ},800,0.000999001,0,0,0,0,N
{I7E5-T3UQ21SL-8229QJBS},495,0.000999001,0,0,0,0,N
{I7F6-K9WD40NX-8794TQWQ},621,0.000999001,0,0,0,0,N
{I7H8-D7AT81MN-8813AHEZ},894,0.000999001,0,0,0,0,N
{I7J2-J3UN69UI-9170QLLH},590,0.000999001,0,0,0,0,N
{I7J4-B9EU95QR-4202XRGB},285,0.000999001,0,0,0,0,N
{I7N4-Z4TY28CC-3719CHLL},411,0.000999001,0,0,0,0,N
{I7V7-U6YF01MD-7244HAIT},684,0.000999001,0,0,0,0,N
{I7W0-O7TY50MM-1431GSKI},380,0.000999001,0,0,0,0,N
{I7X2-J1JB17DZ-2607IBWR},505,0.000999001,0,0,0,0,N
{I9H3-I1ED22CN-5678XAKS},201,0.000999001,0,0,0,0,N
{I9H7-P9NM50DN-8434ZYWT},474,0.000999001,0,0,0,0,N
{I9K5-L7XO60VM-5605FQUW},170,0.000999001,0,0,0,0,N
{I9W1-F0RE82BS-8678ZAWE},295,0.000999001,0,0,0,0,N
{I9Y7-F4LI06DO-1544PYKQ},891,0.000999001,0,0,0,0,N
{I9Z4-B8CY06VG-1073JGQI},264,0.000999001,0,0,0,0,N
{J0G2-I5QM75WU-9568QODQ},860,0.000999001,0,0,0,0,N
{J0N1-Y9MF58TQ-5012EABL},985,0.000999001,0,0,0,0,N
{J0P9-H6FP94NT-1449PKGR},681,0.000999001,0,0,0,0,N
{J0W2-U0PF12UN-5776QULX},954,0.000999001,0,0,0,0,N
{J1D2-W8MT59RM-4330YIGW},502,0.000999001,0,0,0,0,N
{J1K1-M6OZ50WM-9701OGBS},198,0.000999001,0,0,0,0,N
{J1Q7-C7ZM08SE-0646BEYZ},324,0.000999001,0,0,0,0,N
{J2B0-L0CD15PQ-4191JHFJ},919,0.000999001,0,0,0,0,N
{J2D3-M5YO52JT-4607GOXK},292,0.000999001,0,0,0,0,N
{J2H4-T8AN43XB-7472YKMA},888,0.000999001,0,0,0,0,N
{J2I3-T1ZR31MY-8508OXMK},261,0.000999001,0,0,0,0,N
{J2O7-F4PH50MQ-6956QWNA},386,0.000999001,0,0,0,0,N
{J3A2-D6MG96OW-7666FQKN},982,0.000999001,0,0,0,0,N
{J3F6-Z1IU94WO-3100KVBP},355,0.000999001,0,0,0,0,N
{J3H2-X8UF42QP-1111EMJL},481,0.000999001,0,0,0,0,N
{J3M8-S8FG00KC-5662FMHC},753,0.000999001,0,0,0,0,N
{J4E6-J7TH23BD-6643LKIS},449,0.000999001,0,0,0,0,N
{J4E8-D0UH41OM-4554GAUW},722,0.000999001,0,0,0,0,N
{J4G0-G1TD71FD-9287NSXA},418,0.000999001,0,0,0,0,N
{J4J5-C1GL56QW-4404GSSA},543,0.000999001,0,0,0,0,N
{J4L0-Q6CU91QZ-1919BTXU},562,0.000999001,0,0,0,0,N
